sustained_threat,distinct phasic sustained brain responses connectivity amygdala bed nucleus stria terminalis threat anticipation panic disorder panic disorder patients constantly concerned future panic attacks exhibit general hypersensitivity unpredictable threat aimed reveal phasic sustained brain responses functional connectivity amygdala bed nucleus stria terminalis threat anticipation functional magnetic resonance imaging fmri investigated num patients num healthy controls anticipation temporally unpredictable aversive neutral sounds phasic sustained analysis model disentangle temporally dissociable brain activations patients compared showed phasic amygdala sustained responses anticipation aversive neutral stimuli increased phasic activation observed anterior cingulate cortex insula prefrontal cortex insula showed sustained activation functional connectivity analyses revealed partly distinct phasic sustained networks demonstrate role unpredictable threat anticipation provide evidence dissociation phasic amygdala sustained activation functional connectivity line hypersensitivity uncertainty results suggest time dependent involvement brain regions related fear anxiety
sustained_threat,threat detection behavioral practices animals humans contrast perceptible threat releases freezing fleeing fighting abstract potential threat elicits anxiety vigilance prevalent view larger animal groups lower individual vigilance vigilance reflection anxiety show anxiety contagious grouped social animals humans anxiety frequently results rituals confer sense controllability means cope anxiety mental disorders sustained anxiety rituals predominate behavior reduce functionality finally adaptive precautionary behavior including rituals lies providing individuals opportunity practice defensive means safely prepare eventuality real danger prevalence anxiety human animal behavior accords safe principle
sleep_wakefulness,physiology sleep wakefulness rhythms important site sleep wakefulness change role hypothalamus emphasized based long term experimental data rostral midbrain transection ecog isolated forebrain recovered sleep wakefulness change circadian rhythm week transection preparation additional bilateral preoptic posterior hypothalamic lesions ecog insomnia coma pattern appeared mechanism sleep wakefulness change forebrain primarily depend lower brain stem structures raphe nuclei midbrain reticular formation hypothalamic sleep wakefulness mechanism receives strong influence suprachiasmatic nucleus exert ultradian rhythms irregular intact rats rats suprachiasmatic lesions
circadian_rhythms,circadian rhythms body temperature locomotor activity antelope ground squirrel ammospermophilus leucurus studied circadian rhythms body temperature locomotor activity antelope ground squirrels ammospermophilus leucurus laboratory conditions light dark cycle constant darkness antelope ground squirrels diurnally active exceptionally ground squirrels closely related members squirrel family general hibernate daily oscillations body temperature consisted rise temperature daytime activity phase circadian cycle decrease temperature nighttime rest phase body temperature rhythms robust num maximal strength daily range oscillation num num degrees daytime num num degrees nighttime num num degrees num num num degrees body temperature rhythm persisted continuous darkness free running period num pattern similar hibernating species ground squirrels wave form similar hibernating rodents daily oscillations body temperature correlated individual bouts activity daytime temperatures higher nighttime temperatures comparing short episodes nocturnal activity intense diurnal activity suggests muscular thermogenesis locomotor activity modify level body temperature circadian rhythm body temperature simply consequence circadian rhythm activity
potential_threat_anxiety_,mental health problems adolescence interpretation unambiguous threat aberrant threat perception linked paranoia anxiety mental health problems widely considered core transdiagnostic feature psychopathology date limited investigation mental health problems biased interpretation stimuli explicit opposed ambiguous connotations threat present study num adolescents diagnosed mental illness num demographically matched controls asked provide danger ratings stimuli normatively rated low high potential threat participants asked complete background measures cognitive function mental health wellbeing results groups differ capacity discriminate low high threat stimuli differ absolute level threat attributed stimuli control group level threat perceived facial stimuli correlated important indices mental health depression anxiety associations emerged clinical group data discussed relation potential implications role aberrant threat perception transdiagnostic models mental health
sustained_threat,interactions transient sustained neural signals support generation regulation anxious emotion anxious emotion manifest threat response persistent chronic apprehension arousal timescales prior work suggested signals supported separable neural circuitries fmri study utilized mixed block event related emotional provocation paradigm num healthy participants simultaneously measure persistent anxious emotional responses testing specificity interactions potentially distinct systems results components emotional processing networks uniquely sensitive transient sustained anxious emotion amygdala midbrain showed transient responses ventral basal forebrain anterior insula showed sustained activity extended emotional contexts tracked positively task evoked anxiety states lesser anxiety greater sustained activity ventromedial prefrontal cortex ventromedial prefrontal recruitment lower individuals higher scores intolerance uncertainty measures hyporecruitment predicted greater transient amygdala responding potential threat cues work demonstrates brain circuitries interact temporal scales support persistent anxious emotion suggests potentially divergent mechanisms dysregulation clinical syndromes marked versus persistent symptoms anxiety
circadian_rhythms,adolescents clinical high risk psychosis circadian rhythm disturbances predict worsened prognosis num year follow individuals psychotic disorders experience disruptions sleep circadian components sleep wake cycle recent evidence supported role sleep disturbances emerging psychosis circadian rhythm disruptions relate psychosis symptoms prognosis adolescents clinical high risk syndromes present study examines circadian rest activity rhythms healthy control youth clarify relationships circadian rhythm disturbance psychosis symptoms psychosocial functioning longitudinal illness thirty num participants administered baseline evaluation included clinical interviews days actigraphy sleep activity diary num participants administered clinical interviews num year follow assessment relative youth exhibited fragmented circadian rhythms onset nocturnal rest circadian disturbances fragmented rhythms low daily activity increased psychotic symptom severity participants baseline circadian disruptions lower daily activity rhythms fragmented desynchronized light dark cycle predicted severity psychosis symptoms psychosocial impairment num year follow youth circadian rhythm disturbances represent potential vulnerability marker emergence psychosis rest activity rhythm stabilization promise inform early identification prevention intervention strategies youth future studies longer study designs examine circadian rhythms prodromal period rates conversion psychosis teens
loss,cognitive consciousness predictor increased anxiety time diagnosis age related hearing loss study tested prospective models anxiety depression time diagnosis age related hearing loss presbycusis common disabling health problems world predictor interest cognitive consciousness cartwright hatton wells num beliefs worry intrusions meta cognitions questionnaire correlates journal anxiety disorders num num num tendency closely attend monitor content process thoughts sixty older adults assessed university based audiology clinic timepoints time diagnosis num months measures anxiety depression collected hypothesized subset older adults hearing loss report increased additionally interaction anxiety depression symptoms expected predict significant variance measures anxiety depression baseline levels distress controlled regression models finally hypothesized consistent hearing aid act palliative reduce distress response hearing loss results partially consistent hypotheses point direction preventing anxiety depression time diagnosis presbycusis
loss,telemedicine support groups home parenteral nutrition users patients receiving home parenteral nutrition life sustaining intravenous infusion nourishment hydration patients short gut inflammatory bowel diseases isolated visual contact peers health providers completed clinical trial clinical trials gov num ongoing clinical trial clinical trials gov evaluating mobile videoconferencing delivered support group intervention patients caregivers home based telemedicine intervention encrypted tablet based videoconferencing connect multiple families real time daily regimen challenging patients experience infusion catheter related bloodstream infections difficulties fatigue loss sleep depressive disorders worry potential life threatening side effects expenses therapy secure telemedicine facilitated support group intervention aims enhance home care daily functioning quality life authors provide rationale telemedicine approach users caregivers provide information content process facilitated support group sessions secure videoconferencing share lessons learned ongoing evaluation telemedicine approach
loss,rumination bereavement linked loss avoidance evidence eye tracking rumination risk factor adjustment bereavement predicts psychopathology loss function rumination bereavement remains unclear past researchers assumed rumination maladaptive confrontation process based cognitive avoidance theories worry generalised anxiety disorder rumination post traumatic stress disorder suggested rumination serve avoid painful aspects loss contributing complicated grief examine rumination linked loss avoidance eye tracking study conducted num bereaved individuals num high num low ruminators num trials participants looked num seconds picture deceased picture stranger randomly combined negative neutral loss related words high ruminators expected show initial vigilance subsequent disengagement loss stimuli picture deceased loss word num ms additionally expected high ruminators avoid loss stimuli show attentional preference loss related negative stimuli picture stranger negative word longer exposure durations num num ms contrary expectations found evidence effect rumination vigilance disengagement loss stimuli num ms num num ms interval high ruminators showed shorter gaze times loss stimuli longer gaze times negative neutral loss related stimuli controlling depression complicated grief symptom levels effects rumination average fixation times mirrored findings suggests rumination loss avoidance closely potential clinical implication rumination grief complications bereavement reduced exposure acceptance based therapeutic techniques
potential_threat_anxiety_,objective perceived arousal performance tasks elements social threat influence anxiety sensitivity physiological arousal serves maintain social anxiety disorder skewing perception anxiety sensitivity disorder exaggerated perceptions arousal tested explaining exaggerated perceived arousal social contexts aim investigation address issue total num individuals participated tasks potential social threat speech typing task hyperventilation completed measures trait social anxiety anxiety sensitivity state anxiety perceived arousal objective arousal assessed task trait social anxiety anxiety sensitivity correlated state anxiety perceived arousal objective arousal tasks anxiety sensitivity mediated relationships trait social anxiety perceived arousal trait social anxiety state anxiety typing hyperventilation tasks sample included number individuals social anxiety disorder sample comprised individuals diagnosis current results extended clinical presentations extent future research needed explore demonstrated relationships samples individuals social anxiety disorder anxiety sensitivity play crucial role perceptions arousal state anxiety context potential social threats warranting attention researchers clinicians focussing social anxiety disorder
acute_threat_fear,prior stress promotes generalization contextual fear memories involvement gabaergic signaling basolateral amygdala complex fear generalization occurs response previously acquired threatening stimulus transferred similar maladaptive stimuli represent real threat appraised dangerous hallmark anxiety disorders stress exposure major risk factor occurrence anxiety disorders established influences phases fear memory impact generalization contextual fear memories studied present work characterized impact acute restraint stress prior contextual fear conditioning generalization fear memory role gabaergic signaling basolateral amygdala complex stress modulatory effects found single stress exposure promoted generalization memory trace context discriminated unstressed conditioned animals effect dependent formation contextual associative memory testing order conditioning context generalization context observed increasing signaling intra midazolam administration prior stressful session exposure prevented generalization fear memory intra administration antagonist bicuculline prior fear conditioning induced generalization fear memory unstressed rats concluded stress exposure prior contextual fear conditioning promotes generalization fear memory gabaergic transmission critical role phenomenon
acute_threat_fear,individual differences threat sensitivity predict serotonergic modulation amygdala response fearful faces study functional magnetic resonance imaging fmri examine effects acute tryptophan depletion recognised method inducing transient cerebral serotonin depletion brain activation fearful faces predicted increase responsiveness amygdala fearful faces function individual variation threat sensitivity twelve healthy male volunteers received tryptophan depleting drink tryptophan balancing amino acid drink placebo double blind crossover design hours drink ingestion participants scanned whilst viewing fearful happy neutral faces consistent previous findings fearful faces induced significant signal change bilateral amygdala hippocampus fusiform face area dorsolateral prefrontal cortex modulated amygdala hippocampus activation response fearful relative happy faces function reported threat sensitivity measured behavioral inhibition scale carver white num behavioral inhibition behavioral activation affective responses impending reward punishment scales pers soc psychol num num num data support hypothesis individual variation threat sensitivity interacts manipulation num function bias processing amygdala dependent threat relevant stimuli
sleep_wakefulness,sleep wakefulness effects microinjections hypocretin num orexin cholinoceptive areas cat oral pontine tegmentum hypocretinergic orexinergic neurons implicated narcolepsy project pontine tegmentum areas involved control rapid eye movement sleep report effects sleep wakefulness produced low volume microinjections hypocretin hcrt num num num nl num num num microm carbachol num num nl num num delivered areas oral pontine tegmentum free moving cats electrodes chronic sleep recordings dorsal oral pontine tegmentum ventral part oral pontine reticular nucleus vrpo carbachol produced dissociate polygraphic states sleep signs contrast carbachol vrpo produced shift short latency wakefulness sleep polygraphic behavioral signs hcrt num increased decreased slow wave sleep sleep num post drug doses hcr num vrpo produced significant suppression sleep definitive trend states groups showed significant decreases number transitions sleep hcrt num produced distinct effects cholinoceptive areas oral pontine tegmentum promoted suppressed defacilitated sleep vrpo directly inhibited sleep hypocretinergic orexinergic signaling lost narcoleptics absence pontine defacilitation inhibition sleep absent explaining patients fall directly sleep
sustained_threat,network organization unfolds time periods anxious anticipation entering state anxious anticipation triggers widespread large scale networks brain temporal aspects transition anxious state poorly understood address question instructed threat shock paradigm recording functional humans measure activation functional connectivity change time salience executive task negative networks interact key regions implicated emotional processing amygdala bed nucleus stria terminalis transitions threat blocks transient responses regions salience network sustained responses putative site multivariate network measures communication computed revealing network organization transient sustained periods threat salience network exhibited transient increase network efficiency period sustained decreased efficiency amygdala central network function assessed betweenness centrality threat participants extent central threat depended reported anxiety study unraveled progression responses network level due sustained threat results reveal network organization unfolds time periods anxious anticipation
loss,intolerance uncertainty emotional distress death loved research shown intolerance uncertainty tendency react negatively situations uncertain involved worry generalized anxiety disorder anxiety symptoms disorders knowledge studies examined association emotional distress connected death loved plausible difficulties tolerate uncertainties times occur loss experience intense distress current study examined assumption reported data num bereaved individuals findings showed positively significantly correlated symptom levels complicated grief posttraumatic stress disorder controlling time loss single demographic loss related variable symptom levels neuroticism worry correlates specifically related worry symptom levels complicated grief controlling shared variance worry complicated grief severity severity present findings complement prior research shown cognitive vulnerability factor worry involved emotional distress loss
frustrative_nonreward,psychophysiology proactive reactive relational aggression study investigated joint effects parasympathetic sympathetic nervous system reactivity social social stressors proactive goal directed unemotional reactive emotional impulsive functions relational aggression hundred forty mage num years participants completed series stressor tasks sympathetic arousal skin conductance parasympathetic arousal respiratory sinus arrhythmia assessed participants provided reports aggressive behavior standardized social stressor physiological reactivity related aggression respiratory sinus arrhythmia augmentation predicted proactive relational aggression heightened skin conductance reactivity predicted reactive relational aggression finally context low skin conductance reactivity respiratory sinus arrhythmia augmentation related heightened proactive reactive aggression respiratory sinus arrhythmia withdrawal protective results suggest benefits hypothesized accompany respiratory sinus arrhythmia withdrawal occur individuals low fight flight stress responses findings extend research physiological indicators aggression relational aggression highlight importance assessing functions aggression physiological reactivity multiple stressors
circadian_rhythms,signaling pathway autophagy involved regulation circadian rhythms behavior plasticity interneurons brain drosophila melanogaster drosophila melanogaster common model study circadian rhythms behavior circadian clocks numerous circadian rhythms detected clock neurons optic neuropil lamina fly visual system rhythms observed number synapses structure interneurons exhibit size shape circadian manner patterns mechanism remains unclear present study investigated role signaling pathway autophagy regulating circadian rhythms based behavior structural plasticity lamina monopolar cell dendritic trees addition examined cyclic expression signaling pathway tor pik class num akt autophagy atg atg genes fly brain observed tor atg atg exhibit rhythmic expressions brain wild type flies day night conditions num num abolished clock mutants silencing tor expressing cells shortens period locomotor activity rhythm flies addition silencing tor atg genes cells disrupts circadian plasticity cell dendritic trees measured distal lamina turn silencing atg gene cells pattern rhythm results signaling pathway autophagy involved regulation circadian rhythms behavior plasticity neurons brain adult flies
acute_threat_fear,sensitivity late latency auditory somatosensory evoked potentials threat electric shock sedative drugs diazepam diphenhydramine human volunteers late latency auditory somatosensory evoked potentials sensitive centrally acting drugs psychological interventions experiment compared effects acute doses benzodiazepine diazepam num histamine receptor blocking sedative diphenhydramine auditory somatosensory evoked potentials latency range num num ms fear conditioning paradigm twelve healthy males num num years participated sessions weekly intervals received diazepam mg diphenhydramine num mg placebo balanced double blind crossover protocol hundred twenty min diphenhydramine num min diazepam underwent num min recording period auditory evoked potentials elicited num ms num db num khz tones somatosensory evoked potentials elicited mildly painful electric shock num num ma num ms recorded cz vertex session consisted blocks trials sound pulse shock presented alternate blocks designated context conditions blocks subjects warned shocks delivered electrodes wrist electrodes removed blocks block sound stimuli shocks shocks delivered block preceded num conditioned stimulus red light cue condition diazepam diphenhydramine reduced amplitude auditory evoked potential context increased reduced potential amplitudes effect amplitudes markedly reduced latencies potentials condition diazepam reduced amplitudes somatosensory potential evoked shock shortened latencies components response diazepam diphenhydramine approximately equi sedative doses experiment judged visual analogue rating scales results suppression late latency auditory somatosensory evoked potentials diazepam simply reflection sedation late latency evoked potentials modified aversive components sensitive sensitive diazepam
arousal,music emotions enchantment entrainment producing perceiving music engage wide range sensorimotor cognitive emotional processes emotions central feature enjoyment music large variety affective states consistently reported people listening music joy sadness music elicits feelings nostalgia tenderness correspond emotion categories typically studied neuroscience neural substrates remain largely unknown review similarities differences neural substrates underlying complex music evoked emotions relative basic emotional experiences suggest emotions emerge combination activation emotional motivational brain systems including reward pathways confer valence music activation areas emotional systems including motor attention memory related regions discuss neural substrates underlying entrainment cognitive motor processes music relation affective experience effects important implications potential therapeutic music neurological psychiatric diseases motor attention affective disturbances
arousal,relationships exercise affective states naturalistic longitudinal study recreational runners background people generally feel positive energetic aftermath exercise longitudinal research exercise relates person fluctuations affect everyday life limited constraint research provide participants accelerometers objectively record exercise pagers capture affective reports aims aimed develop methodology studying affect exercise technology participants possess running watches smartphones methodology aimed characterize individual fluctuations affective valence arousal relation bouts exercise explore moderators fluctuations methods recruited sample num recreational runners participants provided daily affective reports weeks smartphones information runs harvested devices online platform athletes results average valence arousal higher days person run day higher day run days day run valence arousal declined significantly time run increased physically fitter participants positive valence true run recently evidence higher dose longer faster runs lower arousal subsequent days gender moderate associations running valence arousal discussion study demonstrated potential studying associations affect exercise precise undemanding participants convenient researchers technologies participants
arousal,modelling audiovisual integration affect videos music experiments examined affective values visual auditory modalities integrated experiment num paired music videos drawn levels valence holding arousal constant experiment num included parallel combination levels arousal holding valence constant experiment participants rated affective states unimodal multimodal presentations experiment num revealed congruency effect stimulus combinations extreme valence resulted extreme state ratings component stimuli presented isolation interaction music video valence reflected greater influence negative affect video valence found significantly greater effect combined ratings music valence pattern data explained parameter differential weight averaging model attributed greater weight visual modality increased weight decreasing values valence experiment num revealed congruency effect high arousal combinations interaction effects pattern explained parameter constant weight averaging model greater weight auditory modality low arousal initial state results demonstrate key differences audiovisual integration valence arousal
arousal,activity triggered diaries reveal associations physical activity affective states older adult daily living evidence suggests older adults show positive affects participating exercise bouts clear physical activities daily living enhance affective states dissatisfying older adults physical activities part daily living answer questions activity triggered diaries investigate subject effects physical activity dimensions affective states valence energetic arousal calmness everyday life older adults num num num years part study consecutive days physical activity daily living objectively assessed accelerometers affects measured num min study participant surpassed predefined threshold activity inactivity participants prompted acoustic signal assess momentary affective states diary data analyzed hierarchical multilevel analyses older individuals physically active felt energized energetic arousal agitated calmness feel valence interestingly body mass index valence significant cross level interaction acts moderating variable lower scores higher levels valence scores physically active innovative ambulatory assessment affords interesting insight affective effects daily activity older adults effects simple linear physical activity positive affects se shown times experimental studies single activity bouts differentiating association enhanced feeling energy agitation accompanied feeling socio emotional selectivity theory support finding older individuals emotionally stable day day life explain significant effect affect dimension valence
sleep_wakefulness,circadian rhythms body temperature sleep num hour variation core body temperature humans primarily regulated endogenous circadian pacemaker located suprachiasmatic nucleus expression circadian rhythm modified thermoregulatory mechanism controlling heat production heat loss show circadian rhythms hand circadian rhythms sleep wakefulness expressed independent mutually coupled oscillators circadian pacemaker oscillator specific sleep wakefulness mechanism site oscillation time cues oscillators frequently uncoupled free running conditions body temperature sleep wakefulness influence counterpart extents exerting masking effects circadian rhythm
circadian_rhythms,missing beat assessment circadian rhythm abnormalities bipolar disorder genomic era circadian rhythm abnormalities recognized central feature bipolar disorder coherent biological explanation remains lacking genetic mutation clock genes robust animal models mania depression developed elucidate key aspects circadian rhythms circadian clock mood connection translation knowledge humans remains incomplete recent years large genome wide association studies conducted genetic underpinnings beginning emerge genetic studies match evidence animal studies implicate circadian clock mood regulation larger conducted circadian phenotypes including chronotype rhythm amplitude sleep duration insomnia studies identified diverse set genes including minority previously characterized functions circadian clock data recent circadian phenotypes genetic organization circadian clock health complex findings elucidate potentially circadian mechanism partly distinct identified animal models pleiotropy epistasis nongenetic factors play important roles regulating circadian rhythms underlie circadian rhythm disturbances
potential_threat_anxiety_,facial dot probe task attentional processes social anxiety systematic review current models assume attentional processes play pivotal role etiology maintenance social anxiety disorder social anxiety supposedly attentional bias disorder related stimuli threatening faces facial dot probe task socially anxious individuals revealed inconsistent findings current systematic review aims disentangling heterogeneous findings effect sizes results systematically taking account potential moderating variables stimulus type stimulus duration situational anxiety disorder severity results provide evidence socially anxious individuals preferentially allocate attention threat faces compared anxious controls bias depend type reference stimulus stimulus duration clinical level social anxiety avoidance threat found early stages attentional processing importantly results considered light studies heterogeneity results methodological restrictions studies included picture attentional bias clear suggested recent social anxiety literature methodologically combined measures dot probe eye movement measures beneficial detect overt attentional biases importantly results show preferential processing threat cues guide early attentional processes social anxiety depending contextual situational factors clinically patients greater severity prone attentional bias therapists account planning behavioral experiments exposure therapy
sleep_wakefulness,neural immune interactions disorders sleep wakefulness organization findings effects inflammatory molecules neuronal circuits molecular interactions immunity sleep health disease shed light pathogenesis disorders past encephalitis lethargica present concern human african trypanosomiasis narcolepsy share alterations sleep wakefulness transitions disorders differ etiology synaptic interactions immune response derived molecules play pathogenetic role knowledge obtained neural immune interplay senescence implications age related sleep dysregulation common elderly population altogether data cell groups implicated regulation sleep wakefulness circadian timing interactions sensitive synaptic effects immune molecules
frustrative_nonreward,daycare center attendance buffers effects maternal authoritarian parenting style physical aggression children maternal authoritarian style related development physical aggression childhood future social problems studies detected individual family factors buffer maternal effect work examines daycare center attendance moderate relationships mother authoritarian style physical aggression study sample num num girls kindergarten children spain parents asked complete questionnaires focused individual family characteristics parenting styles age num children physical aggression assessed direct observation playtime aggression scores num obtained peer rated questionnaire squared multiple regression performed controlling children level physical aggression num child sex siblings positive contribution maternal authoritarian style physical aggression detected daycare center attendance appears attenuate effect mother authoritarian style physical aggression boys
